PConj CAnd (PAtom (AKind Tet (IVar (VString "a")))) (PConj COr (PAtom (APred2 SameShape (IVar (VString "a")) (IVar (VString "f")))) (PAtom (APred2 SameShape (IVar (VString "a")) (IVar (VString "e")))));a is a tetrahedron and a is of the same shape as f or of the same shape as e;WB;20

PConj CAnd (PBimpl (PAtom (APred2 LeftOf (IVar (VString "a")) (IVar (VString "d")))) (PAtom (AKind Cube (IVar (VString "a"))))) (PBimpl (PAtom (APred2 RightOf (IVar (VString "a")) (IVar (VString "d")))) (PAtom (AKind Cube (IVar (VString "a")))));all these hold : \item a is to the left of d precisely when a is a cube \item a is to the right of d precisely when a is a cube;WB;29

PConj CAnd (PAtom (APred2 SameSize (IVar (VString "d")) (IVar (VString "e")))) (PAtom (APred2 SameSize (IVar (VString "e")) (IVar (VString "d"))));d is of the same size as e and e is of the same size as d;WB;17

PConj CAnd (PConj CAnd (PConj CAnd (PNeg (PAtom (APred2 FrontOf (IVar (VString "c")) (IVar (VString "c"))))) (PNeg (PAtom (APred2 FrontOf (IVar (VString "d")) (IVar (VString "b")))))) (PNeg (PAtom (APred2 FrontOf (IVar (VString "c")) (IVar (VString "b")))))) (PNeg (PAtom (APred2 FrontOf (IVar (VString "d")) (IVar (VString "c")))));c is not in front of itself , d is not in front of b , c is not in front of b and d is not in front of c;WB;29

PConj CAnd (PConj COr (PAtom (APred1 Small (IVar (VString "a")))) (PAtom (APred1 Small (IVar (VString "d"))))) (PConj COr (PAtom (APred1 Small (IVar (VString "a")))) (PAtom (AKind Dodec (IVar (VString "d")))));all these hold : \item a or d is small \item a is small or d is a dodecahedron;WB;16

PConj CAnd (PAtom (AKind Tet (IVar (VString "a")))) (PConj COr (PAtom (AKind Tet (IVar (VString "e")))) (PAtom (AKind Tet (IVar (VString "f")))));all these hold : \item a is a tetrahedron \item e is a tetrahedron or f is a tetrahedron;WB;16

PConj CAnd (PConj CAnd (PConj CAnd (PNeg (PAtom (APred1 Large (IVar (VString "a"))))) (PNeg (PAtom (APred1 Large (IVar (VString "e")))))) (PAtom (APred2 Larger (IVar (VString "e")) (IVar (VString "c"))))) (PAtom (APred2 Larger (IVar (VString "a")) (IVar (VString "c"))));a is not large , e is not large , e is larger than c and a is larger than c;WB;19

PConj CAnd (PConj CAnd (PConj CAnd (PAtom (APred2 Larger (IVar (VString "e")) (IVar (VString "b")))) (PAtom (APred2 BackOf (IVar (VString "e")) (IVar (VString "b"))))) (PAtom (APred2 Larger (IVar (VString "d")) (IVar (VString "b"))))) (PAtom (APred2 BackOf (IVar (VString "d")) (IVar (VString "b"))));e is larger than b , e is in back of b , d is larger than b and d is in back of b;WB;23

PConj CAnd (PAtom (AKind Tet (IVar (VString "a")))) (PNeg (PAtom (APred1 Large (IVar (VString "c")))));a is a tetrahedron and c is not large;WB;9

PBimpl (PConj CAnd (PAtom (AKind Cube (IVar (VString "b")))) (PAtom (AKind Cube (IVar (VString "c"))))) (PConj CAnd (PAtom (APred2 SameRow (IVar (VString "c")) (IVar (VString "b")))) (PNeg (PAtom (APred2 SameCol (IVar (VString "c")) (IVar (VString "b"))))));b is a cube and c is a cube precisely when c is in the same row as b and c is not in the same column as b;WB;29

PBimpl (PConj CAnd (PAtom (AKind Tet (IVar (VString "a")))) (PAtom (AKind Tet (IVar (VString "c"))))) (PConj COr (PAtom (APred1 Large (IVar (VString "a")))) (PAtom (APred1 Large (IVar (VString "c")))));a is a tetrahedron and c is a tetrahedron precisely when a or c is large;WB;16

PConj CAnd (PAtom (AKind Tet (IVar (VString "a")))) (PNeg (PAtom (APred1 Large (IVar (VString "c")))));a is a tetrahedron and c is not large;WB;9

PAtom (APred2 SameSize (IVar (VString "c")) (IVar (VString "b")));c is of the same size as b;WB;8

PConj CAnd (PConj CAnd (PConj CAnd (PNeg (PAtom (APred2 FrontOf (IVar (VString "d")) (IVar (VString "b"))))) (PNeg (PAtom (APred2 FrontOf (IVar (VString "d")) (IVar (VString "c")))))) (PNeg (PAtom (APred2 FrontOf (IVar (VString "c")) (IVar (VString "b")))))) (PNeg (PAtom (APred2 FrontOf (IVar (VString "c")) (IVar (VString "c")))));d is not in front of b , d is not in front of c , c is not in front of b and c is not in front of itself;WB;29

PBimpl (PConj COr (PConj COr (PAtom (AKind Cube (IVar (VString "e")))) (PAtom (AKind Cube (IVar (VString "d"))))) (PAtom (AKind Cube (IVar (VString "f"))))) (PNeg (PAtom (APred1 Medium (IVar (VString "c")))));e is a cube , d is a cube or f is a cube precisely when c is not medium;WB;19

PConj CAnd (PAtom (APred2 FrontOf (IVar (VString "a")) (IVar (VString "c")))) (PAtom (APred2 FrontOf (IVar (VString "c")) (IVar (VString "e"))));a is in front of c and c is in front of e;WB;13

PConj COr (PAtom (AKind Cube (IVar (VString "a")))) (PConj COr (PAtom (AKind Cube (IVar (VString "e")))) (PAtom (AKind Cube (IVar (VString "c")))));a is a cube , e is a cube or c is a cube;WB;13

PConj CAnd (PAtom (AKind Tet (IVar (VString "a")))) (PConj COr (PAtom (AKind Tet (IVar (VString "e")))) (PConj COr (PConj CAnd (PAtom (AKind Tet (IVar (VString "f")))) (PNeg (PAtom (AKind Tet (IVar (VString "e")))))) PContra));a is a tetrahedron and at least one of these holds : \item e is a tetrahedron , f is a tetrahedron and e is not a tetrahedron \item there is a contradiction;WB;29

PNeg (PConj COr (PAtom (APred2 SameCol (IVar (VString "c")) (IVar (VString "e")))) (PAtom (APred2 SameCol (IVar (VString "d")) (IVar (VString "e")))));it is not the case that c or d is in the same column as e;WB;16

PConj CAnd (PConj COr (PAtom (APred1 Small (IVar (VString "a")))) (PAtom (AKind Dodec (IVar (VString "d"))))) (PConj COr (PAtom (APred1 Small (IVar (VString "a")))) (PAtom (APred1 Small (IVar (VString "d")))));all these hold : \item a is small or d is a dodecahedron \item a or d is small;WB;16

PBimpl (PAtom (AKind Cube (IVar (VString "a")))) (PAtom (APred1 Large (IVar (VString "a"))));a is a cube precisely when a is large;WB;9

PConj CAnd (PConj CAnd (PAtom (APred2 SameRow (IVar (VString "d")) (IVar (VString "e")))) (PAtom (APred2 SameCol (IVar (VString "b")) (IVar (VString "e"))))) (PAtom (APred2 SameCol (IVar (VString "a")) (IVar (VString "d"))));d is in the same row as e , b is in the same column as e and a is in the same column as d;WB;25

PBimpl (PAtom (AKind Tet (IVar (VString "b")))) (PNeg (PAtom (AKind Tet (IVar (VString "c")))));b is a tetrahedron precisely when c is not a tetrahedron;WB;11


